Retailer,Plan,Type,Period,Rate (c/kWh),Daily Charge (c/day),Feed-in (c/kWh)
Origin Energy,Origin Business Solar Boost (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.827,124.645,5.0
Origin Energy,Origin Business Solar Boost (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.427,124.645,5.0
Origin Energy,Origin Business Go Solar Variable -  (2 Period TOU),PEAK,Tariff 1,31.51,123.4,4.0
Origin Energy,Origin Business Go Solar Variable -  (2 Period TOU),OFF_PEAK,Tariff 2,18.24,123.4,4.0
Origin Energy,Origin Business Go Solar Variable -  (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.51,123.4,4.0
Origin Energy,Origin Business Go Solar Variable -  (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.24,123.4,4.0
Origin Energy,Origin Standing (2 Period TOU),PEAK,Tariff 1,31.827,124.645,1.0
Origin Energy,Origin Standing (2 Period TOU),OFF_PEAK,Tariff 2,18.427,124.645,1.0
Origin Energy,Origin Business Basic (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,33.3,127.56,1.0
Origin Energy,Origin Business Basic (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,15.87,127.56,1.0
Origin Energy,Origin Business Basic (TOU 5 Day),PEAK,Tariff 1,33.3,127.56,1.0
Origin Energy,Origin Business Basic (TOU 5 Day),OFF_PEAK,Tariff 2,15.87,127.56,1.0
Origin Energy,Origin Business Basic (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.827,124.645,1.0
Origin Energy,Origin Business Basic (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.427,124.645,1.0
Origin Energy,Origin Business Basic (2 Period TOU),PEAK,Tariff 1,31.827,124.645,1.0
Origin Energy,Origin Business Basic (2 Period TOU),OFF_PEAK,Tariff 2,18.427,124.645,1.0
Origin Energy,Origin Standing (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.827,124.645,1.0
Origin Energy,Origin Standing (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.427,124.645,1.0
Origin Energy,Origin Solar Partner Plus (TOU 5 Day),PEAK,Tariff 1,34.45,108.58,12.0
Origin Energy,Origin Solar Partner Plus (TOU 5 Day),OFF_PEAK,Tariff 2,16.76,108.58,12.0
Origin Energy,Origin Solar Partner Plus (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,34.45,108.58,12.0
Origin Energy,Origin Solar Partner Plus (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,16.76,108.58,12.0
Origin Energy,Origin Solar Partner Plus (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,12.0
Origin Energy,Origin Solar Partner Plus (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,12.0
Origin Energy,Origin Solar Partner Plus (2 Period TOU),PEAK,Tariff 1,34.88,105.89,12.0
Origin Energy,Origin Solar Partner Plus (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,12.0
Origin Energy,Origin Solar Boost (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,34.45,108.58,5.0
Origin Energy,Origin Solar Boost (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,16.76,108.58,5.0
Origin Energy,Origin Solar Boost (TOU 5 Day),PEAK,Tariff 1,34.45,108.58,5.0
Origin Energy,Origin Solar Boost (TOU 5 Day),OFF_PEAK,Tariff 2,16.76,108.58,5.0
Origin Energy,Origin Solar Boost (2 Period TOU),PEAK,Tariff 1,34.88,105.89,5.0
Origin Energy,Origin Solar Boost (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,5.0
Origin Energy,Origin Solar Boost (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,5.0
Origin Energy,Origin Solar Boost (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,5.0
Origin Energy,Origin Everyday Rewards Variable (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,32.38,102.07,1.0
Origin Energy,Origin Everyday Rewards Variable (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,15.75,102.07,1.0
Origin Energy,Origin Everyday Rewards Variable (TOU 5 Day),PEAK,Tariff 1,32.38,102.07,1.0
Origin Energy,Origin Everyday Rewards Variable (TOU 5 Day),OFF_PEAK,Tariff 2,15.75,102.07,1.0
Origin Energy,Origin Everyday Rewards Variable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,32.79,99.54,1.0
Origin Energy,Origin Everyday Rewards Variable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,19.65,99.54,1.0
Origin Energy,Origin Go Variable (TOU 5 Day),PEAK,Tariff 1,31.01,97.72,1.0
Origin Energy,Origin Go Variable (TOU 5 Day),OFF_PEAK,Tariff 2,15.08,97.72,1.0
Origin Energy,Origin Everyday Rewards Variable (2 Period TOU),PEAK,Tariff 1,32.79,99.54,1.0
Origin Energy,Origin Everyday Rewards Variable (2 Period TOU),OFF_PEAK,Tariff 2,19.65,99.54,1.0
Origin Energy,Origin Go Variable (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Go Variable (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Go Variable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Go Variable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Go Variable (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,31.01,97.72,1.0
Origin Energy,Origin Go Variable (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,15.08,97.72,1.0
Origin Energy,Origin Essentials Variable (2 Period TOU),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Essentials Variable (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Essentials Variable (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,34.45,108.58,1.0
Origin Energy,Origin Essentials Variable (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,16.76,108.58,1.0
Origin Energy,Origin Essentials Variable (TOU 5 Day),PEAK,Tariff 1,34.45,108.58,1.0
Origin Energy,Origin Essentials Variable (TOU 5 Day),OFF_PEAK,Tariff 2,16.76,108.58,1.0
Origin Energy,Origin Home Support (TOU 5 Day),PEAK,Tariff 1,34.45,108.58,1.0
Origin Energy,Origin Home Support (TOU 5 Day),OFF_PEAK,Tariff 2,16.76,108.58,1.0
Origin Energy,Origin Essentials Variable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Essentials Variable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Home Support (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,34.45,108.58,1.0
Origin Energy,Origin Home Support (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,16.76,108.58,1.0
Origin Energy,Origin Basic (TOU 5 Day),PEAK,Tariff 1,34.45,108.58,1.0
Origin Energy,Origin Basic (TOU 5 Day),OFF_PEAK,Tariff 2,16.76,108.58,1.0
Origin Energy,Origin Basic (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,34.45,108.58,1.0
Origin Energy,Origin Basic (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,16.76,108.58,1.0
Origin Energy,Origin Standing (2 Period TOU),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Standing (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Home Support (2 Period TOU),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Home Support (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Standing (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Standing (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Basic (2 Period TOU),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Basic (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Home Support (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Home Support (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Origin Basic (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Origin Basic (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Victorian Default Offer (2 Period TOU),PEAK,Tariff 1,31.827,124.645,1.0
Origin Energy,Victorian Default Offer (2 Period TOU),OFF_PEAK,Tariff 2,18.427,124.645,1.0
Origin Energy,Victorian Default Offer (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.827,124.645,1.0
Origin Energy,Victorian Default Offer (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.427,124.645,1.0
Origin Energy,Victorian Default Offer (Single Rate with Dedicated Circuit),Flat Rate,Period,25.35,124.645,1.0
Origin Energy,Victorian Default Offer (Single Rate),Flat Rate,Period,25.35,124.645,1.0
Origin Energy,Victorian Default Offer (2 Period TOU),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Victorian Default Offer (2 Period TOU),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Victorian Default Offer (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,34.88,105.89,1.0
Origin Energy,Victorian Default Offer (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,20.9,105.89,1.0
Origin Energy,Victorian Default Offer (Single Rate with Dedicated Circuit),Flat Rate,Period,26.218,105.89,1.0
Origin Energy,Victorian Default Offer (Single Rate),Flat Rate,Period,26.218,105.89,1.0
EnergyAustralia,VIC Seniors Offer - Peak Only,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,VIC Seniors Offer - Peak with Controlled Load,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Rate Fix  - Peak with Controlled Load,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Rate Fix  - Peak Only,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak with Controlled Load - Third Party Offer,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak Only - Third Party Offer,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Home 365 - Peak with Controlled Load,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Home 365 - Peak Only,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,VIC Seniors Offer - Time of Use with Controlled Load,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,VIC Seniors Offer - Time of Use with Controlled Load,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,VIC Seniors Offer - Time of Use,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,VIC Seniors Offer - Time of Use,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Home 365 - Time of Use with Controlled Load,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Home 365 - Time of Use with Controlled Load,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Home 365 - Time of Use,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Home 365 - Time of Use,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use -Third Party Offer,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use -Third Party Offer,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load -Third Party Offer,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load -Third Party Offer,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Rate Fix - Time of Use with Controlled Load,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Rate Fix - Time of Use with Controlled Load,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Rate Fix - Time of Use,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Rate Fix - Time of Use,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Standing Offer (Home)  - Peak with Controlled Load,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Standing Offer (Home)  - Peak Only,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak Only - Residential Connections,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak with Controlled Load - Residential Connections,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak Only - My Connect,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak with Controlled Load - My Connect,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak Only - Connect Now,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Peak with Controlled Load - Connect Now,Flat Rate,Period,26.2181,105.89,1.5
EnergyAustralia,Power 365 - Time of Use - Residential Connections,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use - Residential Connections,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load - Residential Connections,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load - Residential Connections,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use - My Connect,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use - My Connect,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load - My Connect,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load - My Connect,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use - Connect Now,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use - Connect Now,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load - Connect Now,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Power 365 - Time of Use with Controlled Load - Connect Now,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Standing Offer (Home) - Time of Use with Controlled Load,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Standing Offer (Home) - Time of Use with Controlled Load,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Standing Offer (Home) - Time of Use,PEAK,Tariff 1,34.8818,105.89,1.5
EnergyAustralia,Standing Offer (Home) - Time of Use,OFF_PEAK,Tariff 2,20.9,105.89,1.5
EnergyAustralia,Business 365 - Peak Only with Demand,Flat Rate,Summer,25.3545,124.645,1.5
EnergyAustralia,Business 365 - Peak Only with Demand,Flat Rate,Non-Summer,25.3545,124.645,1.5
EnergyAustralia,Business 365 - Peak with Dedicated Circuit,Flat Rate,Period,25.3545,124.645,1.5
EnergyAustralia,Business 365 - Peak Only,Flat Rate,Period,25.3545,124.645,1.5
EnergyAustralia,Business 365 - 5 Day Time of Use,PEAK,Tariff 1,31.8272,124.645,1.5
EnergyAustralia,Business 365 - 5 Day Time of Use,OFF_PEAK,Tariff 2,18.4272,124.645,1.5
EnergyAustralia,Solar Max - Peak with Controlled Load,Flat Rate,Period,26.2181,105.89,8.0
EnergyAustralia,Solar Max - Peak Only,Flat Rate,Period,26.2181,105.89,8.0
EnergyAustralia,Solar Max - Time of Use,PEAK,Tariff 1,34.8818,105.89,8.0
EnergyAustralia,Solar Max - Time of Use,OFF_PEAK,Tariff 2,20.9,105.89,8.0
EnergyAustralia,Solar Max - Time of Use with Controlled Load,PEAK,Tariff 1,34.8818,105.89,8.0
